"season_tag","name","position","team","total_points","matches_played","assists","bonus","bps","clean_sheets","creativity","goals_conceded","goals_scored","ict_index","influence","minutes","own_goals","penalties_missed","penalties_saved","red_cards","saves","threat","yellow_cards"
2,"Javier Manquillo","DEF","Newcastle",38,19,0.157894736842105,0,10.8421052631579,0.0526315789473684,3.44210526315789,1.42105263157895,0.0526315789473684,1.98421052631579,12.8526315789474,90,0,0,0,0,0,3.36842105263158,0.263157894736842
2,"Jay Rodriguez","FWD","Burnley",60,29,0.103448275862069,0.137931034482759,5.48275862068965,0.206896551724138,5.72413793103448,0.517241379310345,0.0689655172413793,2.70344827586207,6.08275862068966,35,0,0,0,0,0,15.6896551724138,0.103448275862069
2,"Jean-Philippe Gbamin","MID","Everton",3,3,0,0,3.33333333333333,0,0.2,0.666666666666667,0,0.266666666666667,2.33333333333333,19,0,0,0,0,0,0,0
2,"Jean-Philippe Mateta","FWD","Crystal Palace",51,20,0.05,0.2,7.45,0.25,4.26,0.55,0.2,4.025,10.53,59.5,0,0,0,0,0,25.5,0.1
2,"Jed Steer","GK","Aston Villa",1,1,0,0,13,0,0,3,0,0.8,8.2,90,0,0,0,0,1,0,0
2,"Jeff Hendrick","MID","Newcastle",8,3,0,0,8.33333333333333,0,4.03333333333333,1,0.333333333333333,2,12.9333333333333,10,0,0,0,0,0,3,0
2,"Jeffrey Schlupp","MID","Crystal Palace",78,30,0.0666666666666667,0.0666666666666667,8.96666666666667,0.266666666666667,7.88333333333333,0.6,0.1,3.29666666666667,11.6066666666667,79,0,0,0,0,0,13.4666666666667,0.0333333333333333
2,"Jeremy Ngakia","DEF","Watford",28,15,0,0.133333333333333,8.53333333333333,0.133333333333333,3.70666666666667,0.933333333333333,0,1.48666666666667,10.3333333333333,62,0,0,0,0,0,1,0
2,"Jeremy Sarmiento","MID","Brighton",5,5,0,0,3,0,0.48,0.4,0,0.16,0.56,8,0,0,0,0,0,0.4,0
2,"Jesse Lingard","MID","Man Utd",29,16,0,0.0625,6.5625,0,6.84375,0.8125,0.125,2.04375,7.2375,12,0,0,0,0,0,6.375,0.0625
2,"Jesurun Rak-Sakyi","MID","Crystal Palace",4,2,0,0,3.5,0.5,2.5,0,0,0.3,0.5,39.5,0,0,0,0,0,0,0
2,"Joachim Andersen","DEF","Crystal Palace",121,32,0.125,0.4375,18.46875,0.375,5.853125,1.03125,0,2.759375,17.675,90,0.03125,0,0,0,0,4.0625,0.125
2,"João Filipe Iria Santos Moutinho","MID","Wolves",93,34,0.0294117647058824,0.205882352941176,14.4705882352941,0.323529411764706,17.4705882352941,1.14705882352941,0.0588235294117647,3.58823529411765,14.5647058823529,90,0,0,0,0,0,3.88235294117647,0.117647058823529
2,"João Pedro Cavaco Cancelo","DEF","Man City",200,35,0.314285714285714,0.771428571428571,23.3142857142857,0.542857142857143,20.6371428571429,0.657142857142857,0.0285714285714286,6.50857142857143,21.8514285714286,90,0,0,0,0,0,22.5428571428571,0.2
2,"João Pedro Junqueira de Jesus","FWD","Watford",54,27,0.037037037037037,0.148148148148148,7.14814814814815,0.0740740740740741,10.1407407407407,1.11111111111111,0.0740740740740741,3.84074074074074,9.86666666666667,45,0,0,0,0,0,18.2962962962963,0.037037037037037
2,"Joe Gelhardt","FWD","Leeds",38,19,0.157894736842105,0.157894736842105,6.15789473684211,0.0526315789473684,4.88947368421053,1.26315789473684,0.105263157894737,3.06842105263158,6.96842105263158,28,0,0,0,0,0,19,0.210526315789474
2,"Joe Rodon","DEF","Spurs",2,2,0,0,7,0,0.3,1.5,0,1,9.7,43,0,0,0,0,0,0,0
2,"Joel Matip","DEF","Liverpool",159,30,0.1,0.566666666666667,24.4,0.566666666666667,5.58333333333333,0.666666666666667,0.0666666666666667,4.19333333333333,20.96,90,0,0,0,0,0,15.3666666666667,0.0666666666666667
